Movie ID,Title,Poster Path,Genres,Overview,Keywords,Cast,Director,Release Year,Runtime,Language,IMDb Rating,Vote Count,Popularity,Trailer Link
3292,Due Date,,Comedy Drama,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",highway slacker hitchhiker wallet sunglasses,Robert Downey Jr. Zach Galifianakis Michelle Monaghan Jamie Foxx Juliette Lewis,Todd Phillips,04,95,English,7.2,41133,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4000,Escape Plan,,Action Thriller,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",prison muslim ship mystery science fiction,Sylvester Stallone Arnold Schwarzenegger Jim Caviezel Vinnie Jones 50 Cent,Mikael H\u00e5fstr\u00f6m,09,115,English,7.7,43739,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4041,White House Down,,Action Drama Thriller,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",usa president conspiracy secret service the white house,Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,Roland Emmerich,27,131,English,7.4,40311,52.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
391,Total Recall,,Action Adventure Science Fiction,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",oxygen falsely accused resistance mars double life,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,Paul Verhoeven,01,113,English,8.1,32493,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
167,Inside Man,,Crime Drama Thriller,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",bank manager kidnapping nazi background document ultimatum,Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe,Spike Lee,23,129,English,8.3,30767,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2785,Law Abiding Citizen,,Drama Crime Thriller,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,tattoo secret passage baseball bat deal explosion,Jamie Foxx Gerard Butler Colm Meaney Bruce McGill Leslie Bibb,F. Gary Gray,15,109,English,8.2,29055,52.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4030,Pitch Perfect,,Comedy Music Romance,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",competition roommate college female friendship music,Anna Kendrick Skylar Astin Brittany Snow Anna Camp Rebel Wilson,Jason Moore,28,112,English,8.3,40083,51.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1414,Children of Men,,Drama Action Thriller Science Fiction,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",police state hippie rebel miracle future,Clive Owen Michael Caine Julianne Moore Charlie Hunnam Chiwetel Ejiofor,Alfonso Cuar\u00f3n,22,109,English,8.4,40721,51.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2184,Bolt,,Animation Family Adventure Comedy,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",hamster kids and family animal cat vs dog duringcreditsstinger,John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell,Chris Williams,21,98,English,7.3,35550,52.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1980,Lilo & Stitch,,Animation Family,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",sister sister relationship extraterrestrial technology hawaii adoption mutation,Chris Sanders Daveigh Chase Tia Carrere David Ogden Stiers Kevin McDonald,Chris Sanders,21,85,English,8.1,36139,53.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
334,Face/Off,,Action Crime Science Fiction Thriller,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",undercover mexican standoff biological weapon face transplant rage and hate,John Travolta Nicolas Cage Joan Allen Alessandro Nivola Gina Gershon,John Woo,27,138,English,7.8,37092,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4059,The Mortal Instruments: City of Bones,,Action Adventure Drama Mystery Romance,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",angel vampire werewolf warlock downworlder,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart,21,130,English,7.2,29198,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
308,Contact,,Drama Science Fiction Mystery,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",based on novel nasa new mexico extraterrestrial technology prime number,Jodie Foster Matthew McConaughey James Woods John Hurt Tom Skerritt,Robert Zemeckis,11,150,English,8.2,31425,53.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4633,The Witch,,Mystery Horror,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",witch new england 17th century,Anya Taylor-Joy Ralph Ineson Kate Dickie Harvey Scrimshaw Ellie Grainger,Robert Eggers,19,92,English,7.3,26816,52.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4377,Self/less,,Science Fiction Mystery Thriller,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,lie immortality terminal illness laboratory cancer,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,Tarsem Singh,10,116,English,7.3,31168,53.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1011,Tropic Thunder,,Action Comedy,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",film making satire jungle movie star southeast asia,Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve Coogan,Ben Stiller,09,107,English,7.5,35250,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
415,Gremlins,,Fantasy Horror Comedy,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",holiday monster small town department store bars and restaurants,Zach Galligan Phoebe Cates Hoyt Axton Polly Holliday Dick Miller,Joe Dante,07,106,English,7.9,35516,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2549,17 Again,,Comedy,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",high school bullying high school sports fake identity adult as a child,Zac Efron Leslie Mann Matthew Perry Tyler Steelman Allison Miller,Burr Steers,11,102,English,7.1,37219,52.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
189,Mary Poppins,,Comedy Family Fantasy,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",london england dancing parents kids relationship bank brother sister relationship,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,Robert Stevenson,27,139,English,8.4,31335,53.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2409,Coraline,,Animation Family,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",dream eye stuffed animal parallel world button,Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David,Henry Selick,05,100,English,8.3,37559,52.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3774,The Grey,,Action Drama Thriller,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,alcohol isolation wolf wilderness forest,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan,26,117,English,7.4,37826,52.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3162,The Tourist,,Action Thriller Romance,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",paris hotel false identity undercover agent romance,Johnny Depp Angelina Jolie Paul Bettany Timothy Dalton Steven Berkoff,Florian Henckel von Donnersmarck,08,103,English,7.0,41192,52.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1336,Man on Fire,,Action Drama Thriller Crime,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",mexico cia kidnapping diary bible,Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken,Tony Scott,23,146,English,8.3,42537,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
324,GoldenEye,,Adventure Action Thriller,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,cuba falsely accused secret identity computer virus secret base,Pierce Brosnan Sean Bean Izabella Scorupco Famke Janssen Joe Don Baker,Martin Campbell,16,130,English,7.6,32745,53.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1090,Superbad,,Comedy,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",becoming an adult high school young people one night,Jonah Hill Michael Cera Christopher Mintz-Plasse Bill Hader Seth Rogen,Greg Mottola,17,113,English,8.0,49547,51.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4648,The Purge: Election Year,,Action Horror Thriller,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",dystopia sequel legalized murder,Elizabeth Mitchell Frank Grillo Mykelti Williamson Edwin Hodge Raymond J. Barry,James DeMonaco,29,105,English,7.1,36008,53.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2712,The Book of Eli,,Action Thriller Science Fiction,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",book post-apocalyptic dystopia faith blind,Denzel Washington Gary Oldman Mila Kunis Ray Stevenson Jennifer Beals,Albert Hughes,14,118,English,7.6,47919,51.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
910,The Polar Express,,Adventure Animation Family Fantasy,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",santa claus nerd faith gift bell,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis,10,100,English,7.4,40188,52.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1707,Pocahontas,,Adventure Animation Drama Family,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",culture clash settler forbidden love colony musical,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel,14,81,English,7.7,35506,52.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4195,A Walk Among the Tombstones,,Crime Drama Mystery Thriller,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,based on novel murder mafia private investigator new york city,Liam Neeson Dan Stevens David Harbour Boyd Holbrook Adam David Thompson,Scott Frank,18,113,English,7.2,25117,53.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
212,Love Actually,,Comedy Romance Drama,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,london england male nudity female nudity love at first sight usa president,Keira Knightley Heike Makatsch Emma Thompson Laura Linney Hugh Grant,Richard Curtis,07,135,English,8.0,34123,52.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3362,Hugo,,Adventure Drama Family,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",library clock film director key toy,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,Martin Scorsese,22,126,English,8.0,40351,51.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
998,Equilibrium,,Action Science Fiction Thriller,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",resistance fascism totalitarian regime destroy phasing,Christian Bale Taye Diggs Emily Watson Angus Macfadyen Sean Bean,Kurt Wimmer,06,107,English,7.9,33305,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1092,Transformers: Revenge of the Fallen,,Science Fiction Action Adventure,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",egypt sun chaos symbol artifact,Shia LaBeouf Megan Fox Josh Duhamel Rainn Wilson Tyrese Gibson,Michael Bay,19,150,English,7.0,66816,51.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3878,Moonrise Kingdom,,Comedy Drama Romance,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",new england first love eye patch search party devastation,Bruce Willis Edward Norton Jared Gilman Kara Hayward Bill Murray,Wes Anderson,16,94,English,8.6,44631,52.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4097,2 Guns,,Action Comedy Crime,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,undercover undercover agent based on comic book money fugitive,Denzel Washington Mark Wahlberg Paula Patton Bill Paxton Fred Ward,Baltasar Korm\u00e1kur,02,109,English,7.6,38953,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1014,The Hitchhiker's Guide to the Galaxy,,Adventure Comedy Family Science Fiction,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",bureaucracy england dolphin android based on novel,Martin Freeman Zooey Deschanel Sam Rockwell Yasiin Bey John Malkovich,Garth Jennings,15,109,English,7.6,35125,52.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
781,Ace Ventura: Pet Detective,,Comedy Mystery,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",dolphin mascot private detective pets,Jim Carrey Sean Young Courteney Cox Tone Loc Dan Marino,Tom Shadyac,04,86,English,7.4,39497,52.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
732,The Aviator,,Drama,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",ladykiller pilot biography womanizer aviation,Leonardo DiCaprio Cate Blanchett Kate Beckinsale John C. Reilly Alec Baldwin,Martin Scorsese,17,170,English,8.0,31596,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
834,Scream,,Crime Horror Mystery,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",halloween gore serial killer slasher tabloid,David Arquette Neve Campbell Courteney Cox Matthew Lillard Rose McGowan,Wes Craven,20,111,English,8.0,28944,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4126,RED 2,,Action Comedy Crime Thriller,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,paris london england cia russia mi6,Bruce Willis Catherine Zeta-Jones Anthony Hopkins Helen Mirren John Malkovich,Dean Parisot,18,116,English,7.4,33518,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
861,Panic Room,,Crime Drama Thriller,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",burglar bunker housebreaking safe money,Jodie Foster Kristen Stewart Forest Whitaker Dwight Yoakam Jared Leto,David Fincher,29,111,English,7.5,36828,52.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
284,A.I. Artificial Intelligence,,Drama Science Fiction Adventure,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",artificial intelligence prophecy prostitute android loss of mother,Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude Law,Steven Spielberg,29,146,English,7.8,38071,51.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
916,The Fugitive,,Adventure Action Thriller Crime Mystery,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",chicago showdown undercover surgeon death sentence,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore Joe Pantoliano,Andrew Davis,06,130,English,8.2,25282,53.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
795,Bambi,,Animation Drama Family,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",forest coming of age best friend loss of loved one,Donnie Dunagan Peter Behn Stan Alexander Cammie King Will Wright,David Hand,14,70,English,7.8,34360,52.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
538,The Island,,Action Thriller Science Fiction Adventure,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",clone transplantation love of one's life dystopia genetics,Ewan McGregor Scarlett Johansson Djimon Hounsou Sean Bean Steve Buscemi,Michael Bay,20,136,English,7.5,44255,52.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
29,Mars Attacks!,,Comedy Fantasy Science Fiction,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",saving the world total destruction white house mars usa president,Jack Nicholson Glenn Close Annette Bening Pierce Brosnan Danny DeVito,Tim Burton,12,106,English,7.1,37407,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1106,Dumb and Dumber,,Comedy,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",gas station motel utah stupidity pill,Jim Carrey Jeff Daniels Lauren Holly Teri Garr Mike Starr,Bobby Farrelly,16,107,English,7.5,46509,52.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4082,Mama,,Horror,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",supernatural horror,Jessica Chastain Nikolaj Coster-Waldau Megan Charpentier Isabelle N\u00e9lisse Daniel Kash,Andy Muschietti,17,100,English,7.0,28706,52.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3198,Grown Ups,,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",overweight swing foot convertible arrow,Adam Sandler Salma Hayek Maria Bello Steve Buscemi Maya Rudolph,Dennis Dugan,24,102,English,7.0,42588,52.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
727,The Princess Bride,,Adventure Family Fantasy Comedy Romance,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",swashbuckler evil prince reference to socrates reference to plato screwball,Cary Elwes Robin Wright Mandy Patinkin Andr\u00e9 the Giant Chris Sarandon,Rob Reiner,18,98,English,8.6,39679,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3596,Warrior,,Action Drama,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",bank training beating mixed martial arts teacher,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,Gavin O'Connor,09,140,English,8.7,38821,52.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2611,The Proposal,,Comedy Romance Drama,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",fictitious marriage deportation immigration law romantic comedy alaska,Sandra Bullock Ryan Reynolds Mary Steenburgen Craig T. Nelson Betty White,Anne Fletcher,01,108,English,7.7,33401,52.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
63,Brokeback Mountain,,Drama Romance,Brokeback Mountain is an Ang Lee film about two modern day cowboys who meet on a shepherding job in the summer of ’63. The two share a raw and powerful summer together that turns into a life long relationship conflicting with the lives they are supposed to live.,gay countryside homophobia loss of lover wyoming,Heath Ledger Jake Gyllenhaal Randy Quaid Michelle Williams Anne Hathaway,Ang Lee,02,134,English,8.5,30113,52.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
1308,Anastasia,,Animation Family,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",tzar musical russian revolution train explosion foreign language adaptation,Meg Ryan John Cusack Christopher Lloyd Angela Lansbury Hank Azaria,Gary Goldman,20,94,English,8.4,40227,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3963,Zero Dark Thirty,,Thriller Drama History,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",assassination cia hotel terrorist prisoner,Jessica Chastain Jason Clarke Mark Strong Joel Edgerton Chris Pratt,Kathryn Bigelow,19,157,English,7.7,32753,52.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
503,Collateral,,Drama Crime Thriller,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,california taxi assassin hostage taxi driver,Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg,Michael Mann,04,120,English,8.0,36396,52.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4293,In the Heart of the Sea,,Thriller Drama Adventure Action History,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",suicide ocean sea hunger shipwreck,Chris Hemsworth Benjamin Walker Cillian Murphy Brendan Gleeson Ben Whishaw,Ron Howard,20,122,English,7.5,36349,52.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3786,The Wolverine,,Action Science Fiction Adventure Fantasy,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",japan samurai mutant world war i marvel comic,Hugh Jackman Hiroyuki Sanada Famke Janssen Will Yun Lee Tao Okamoto,James Mangold,23,126,English,7.3,78182,50.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
